Date,Open,High,Low,Close,Volume,Adj Close
2012-05-31,0.281,0.281,0.281,0.281,000,0.281
2012-05-30,0.281,0.281,0.281,0.281,000,0.281
2012-05-29,0.281,0.281,0.281,0.281,000,0.281
2012-05-28,0.281,0.281,0.281,0.281,000,0.281
2012-05-25,0.281,0.281,0.281,0.281,000,0.281
2012-05-24,0.281,0.281,0.281,0.281,000,0.281
2012-05-23,0.281,0.281,0.281,0.281,000,0.281
2012-05-22,0.281,0.281,0.281,0.281,000,0.281
2012-05-21,0.281,0.281,0.281,0.281,000,0.281
2012-05-18,0.281,0.281,0.281,0.281,000,0.281
2012-05-17,0.281,0.281,0.281,0.281,000,0.281
2012-05-16,0.281,0.281,0.281,0.281,000,0.281
2012-05-15,0.281,0.281,0.281,0.281,000,0.281
2012-05-14,0.281,0.281,0.281,0.281,000,0.281
2012-05-11,0.281,0.281,0.281,0.281,000,0.281
2012-05-10,0.281,0.281,0.281,0.281,000,0.281
2012-05-09,0.281,0.281,0.281,0.281,000,0.281
2012-05-08,0.281,0.281,0.281,0.281,000,0.281
2012-05-07,0.281,0.281,0.281,0.281,000,0.281
2012-05-04,0.281,0.281,0.281,0.281,000,0.281
2012-05-03,0.281,0.281,0.281,0.281,000,0.281
2012-05-02,0.281,0.281,0.281,0.281,000,0.281
2012-05-01,0.281,0.281,0.281,0.281,000,0.281
2012-04-30,0.281,0.281,0.281,0.281,000,0.281
2012-04-27,0.281,0.281,0.281,0.281,000,0.281
2012-04-26,0.281,0.281,0.281,0.281,000,0.281
2012-04-25,0.281,0.281,0.281,0.281,000,0.281
2012-04-24,0.281,0.281,0.281,0.281,000,0.281
2012-04-23,0.281,0.281,0.281,0.281,000,0.281
2012-04-20,0.281,0.281,0.281,0.281,000,0.281
2012-04-19,0.281,0.281,0.281,0.281,000,0.281
2012-04-18,0.281,0.281,0.281,0.281,000,0.281
2012-04-17,0.281,0.281,0.281,0.281,000,0.281
2012-04-16,0.281,0.281,0.281,0.281,000,0.281
2012-04-13,0.281,0.281,0.281,0.281,000,0.281
2012-04-12,0.281,0.281,0.281,0.281,000,0.281
2012-04-11,0.281,0.281,0.281,0.281,000,0.281
2012-04-10,0.281,0.281,0.281,0.281,000,0.281
2012-04-09,0.281,0.281,0.281,0.281,000,0.281
2012-04-06,0.281,0.281,0.281,0.281,000,0.281
2012-04-05,0.281,0.281,0.281,0.281,000,0.281
2012-04-04,0.281,0.281,0.281,0.281,000,0.281
2012-04-03,0.281,0.281,0.281,0.281,000,0.281
2012-04-02,0.281,0.281,0.281,0.281,000,0.281
2012-03-30,0.281,0.281,0.281,0.281,000,0.281
2012-03-29,0.281,0.281,0.281,0.281,000,0.281
2012-03-28,0.281,0.281,0.281,0.281,000,0.281
2012-03-27,0.281,0.281,0.281,0.281,000,0.281
2012-03-26,0.281,0.281,0.281,0.281,000,0.281
2012-03-23,0.281,0.281,0.281,0.281,000,0.281
2012-03-22,0.281,0.281,0.281,0.281,000,0.281
2012-03-21,0.281,0.281,0.281,0.281,000,0.281
2012-03-20,0.281,0.281,0.281,0.281,000,0.281
2012-03-19,0.281,0.281,0.281,0.281,000,0.281
2012-03-16,0.281,0.281,0.281,0.281,000,0.281
2012-03-15,0.281,0.281,0.281,0.281,000,0.281
2012-03-14,0.281,0.281,0.281,0.281,000,0.281
2012-03-13,0.281,0.281,0.281,0.281,000,0.281
2012-03-12,0.281,0.281,0.281,0.281,000,0.281
2012-03-09,0.281,0.281,0.281,0.281,000,0.281
2012-03-08,0.281,0.281,0.281,0.281,000,0.281
2012-03-07,0.281,0.281,0.281,0.281,000,0.281
2012-03-06,0.281,0.281,0.281,0.281,000,0.281
2012-03-05,0.281,0.281,0.281,0.281,000,0.281
2012-03-02,0.281,0.281,0.281,0.281,000,0.281
2012-03-01,0.281,0.281,0.281,0.281,000,0.281
2012-02-29,0.281,0.281,0.281,0.281,000,0.281
2012-02-28,0.281,0.281,0.281,0.281,000,0.281
2012-02-27,0.281,0.281,0.281,0.281,000,0.281
